scaffold	start	end	mid	sites	lnL
Chr2	54283914	54289829	54287022	50	-1708.05298
Chr2	54289870	54296669	54293238	50	-1907.39819
Chr2	54296692	54302560	54299649	50	-1964.55796
Chr2	54302648	54305335	54304214	50	-1932.17588
Chr2	54305365	54306728	54306017	50	-2176.65104
Chr2	54306735	54308062	54307413	50	-1894.23810
Chr2	54308063	54309624	54308660	50	-2040.94009
Chr2	54309626	54316003	54311522	50	-1644.91954
Chr2	54316032	54324196	54320794	50	-1596.42205
Chr2	54324243	54326571	54325543	50	-1301.37497
Chr2	54326575	54327601	54327171	50	-1455.35113
Chr2	54327655	54329078	54328216	50	-1613.20527
Chr2	54329123	54330680	54329835	50	-1427.66329
Chr2	54330681	54332957	54331913	50	-1601.49147
Chr2	54332962	54334932	54333911	50	-1778.51488
Chr2	54334951	54341352	54338374	50	-1612.12156
Chr2	54341374	54342663	54341961	50	-2044.64577
Chr2	54342673	54345657	54343926	50	-1866.20736
Chr2	54345733	54348480	54347329	50	-1277.94593
Chr2	54348504	54356879	54352428	50	-1922.62219
Chr2	54357051	54365748	54362957	50	-1650.86870
Chr2	54365763	54369713	54367406	50	-1761.63129
Chr2	54369730	54371729	54370826	50	-1382.30570
Chr2	54371740	54373502	54372501	50	-1289.80867
Chr2	54373505	54375564	54374587	50	-1395.08338
Chr2	54375586	54377645	54376528	50	-1641.21899
Chr2	54377714	54379789	54378601	50	-1547.78402
Chr2	54379809	54382329	54381157	50	-1357.57550
Chr2	54382355	54385263	54383627	50	-1236.42613
Chr2	54385335	54390004	54387810	50	-1623.54822
Chr2	54390022	54396116	54393995	50	-1817.25909
Chr2	54396147	54398674	54397421	50	-1388.71238
Chr2	54398696	54401144	54399920	50	-1450.60712
Chr2	54401233	54406032	54404498	50	-1456.21940
Chr2	54406095	54409420	54407383	50	-1538.04031
Chr2	54409435	54412868	54410518	50	-1846.60827
Chr2	54412892	54420877	54417501	50	-1497.15405
Chr2	54420887	54424812	54423239	50	-1430.67571
Chr2	54424858	54429359	54427798	50	-1341.60839
Chr2	54429381	54432790	54431029	50	-1453.57039
Chr2	54432795	54444158	54437110	50	-1731.36390
Chr2	54444848	54450766	54448775	50	-1669.35040
Chr2	54450773	54454401	54452925	50	-1780.76122
Chr2	54454521	54457123	54455877	50	-2057.96500
Chr2	54457159	54459381	54458562	50	-2350.41574
Chr2	54459386	54461315	54460057	50	-1938.57728
Chr2	54461316	54464389	54462590	50	-2408.07407
Chr2	54464508	54481447	54470429	50	-1242.24703
Chr2	54481584	54487527	54483481	50	-1366.62848
Chr2	54487529	54488955	54488136	50	-1074.66616
Chr2	54489107	54490964	54489932	50	-1215.76191
Chr2	54490984	54493688	54492265	50	-1744.25371
Chr2	54493691	54496842	54495626	50	-1457.31145
Chr2	54496854	54498708	54497768	50	-1872.53916
Chr2	54498713	54500631	54499425	50	-1255.92895
Chr2	54500644	54503100	54502128	50	-1308.24913
Chr2	54503262	54509005	54506998	50	-1201.84402
Chr2	54509043	54513833	54511210	50	-1371.46826
Chr2	54514001	54517310	54515794	50	-1076.16370
Chr2	54517317	54519258	54518079	50	-1039.42488
Chr2	54519286	54521753	54520627	50	-1078.56906
Chr2	54521767	54524161	54523088	50	-1149.97221
Chr2	54524210	54526698	54525302	50	-1955.61081
Chr2	54526715	54529383	54527939	50	-1950.18324
Chr2	54529427	54534195	54531818	50	-1181.93028
Chr2	54534277	54536471	54535340	50	-1270.65736
Chr2	54536515	54539738	54538133	50	-1529.89485
Chr2	54539739	54542173	54540997	50	-1487.26821
Chr2	54542177	54544284	54543259	50	-986.75970
Chr2	54544353	54545886	54545163	50	-1381.74811
Chr2	54545933	54548177	54546903	50	-1267.20506
Chr2	54548186	54550754	54549569	50	-1946.15881
Chr2	54550775	54552438	54551865	50	-1114.89716
Chr2	54552464	54553289	54552939	50	-1148.76188
Chr2	54553304	54554278	54553706	50	-1254.44158
Chr2	54554306	54555097	54554758	50	-931.34304
Chr2	54555100	54555947	54555567	50	-1176.03615
Chr2	54555950	54556825	54556389	50	-1256.49114
Chr2	54556836	54557684	54557308	50	-1410.08796
Chr2	54557686	54558499	54558170	50	-1681.96479
Chr2	54558511	54558802	54558663	50	-2291.65177
Chr2	54558808	54559326	54559069	50	-2175.11895
Chr2	54559367	54560247	54559856	50	-1646.08803
Chr2	54560248	54562031	54561104	50	-2396.10142
Chr2	54562049	54562771	54562394	50	-1409.54854
Chr2	54562774	54563515	54563146	50	-1258.39991
Chr2	54563543	54564179	54563856	50	-1484.50990
Chr2	54564180	54565434	54564818	50	-1242.83274
Chr2	54565443	54566147	54565795	50	-1436.31052
Chr2	54566149	54566805	54566472	50	-1444.71676
Chr2	54566821	54567680	54567203	50	-1605.60709
Chr2	54567682	54579679	54574823	50	-1492.76690
Chr2	54579685	54580701	54580238	50	-1267.03047
Chr2	54580708	54582122	54581349	50	-1824.17013
Chr2	54582130	54583676	54582933	50	-1862.11722
Chr2	54583732	54585461	54584505	50	-2522.28842
Chr2	54585474	54586966	54586362	50	-2729.89775
Chr2	54587013	54599291	54598011	50	-1900.05186
Chr2	54599302	54600298	54599919	50	-2132.74517
Chr2	54600322	54601277	54600809	50	-1980.54443
Chr2	54601287	54602732	54601899	50	-1868.86234
Chr2	54602735	54603604	54603177	50	-2069.02234
Chr2	54603611	54604600	54604079	50	-2605.36360
Chr2	54604601	54605365	54605027	50	-1757.77715
Chr2	54605405	54607191	54606500	50	-2478.47979
Chr2	54607195	54608670	54607779	50	-2053.69091
Chr2	54608684	54609741	54609195	50	-2064.90798
Chr2	54609752	54609913	54609815	50	-790.87976
Chr2	54609916	54611064	54610601	50	-3054.69763
Chr2	54611088	54613040	54612247	50	-2206.67128
Chr2	54613058	54613741	54613322	50	-1555.15331
Chr2	54613742	54614425	54614068	50	-2071.16525
Chr2	54614429	54615748	54615037	50	-1484.55430
Chr2	54615801	54616950	54616613	50	-1457.28842
Chr2	54616959	54618409	54617629	50	-1965.40508
Chr2	54618461	54619717	54618925	50	-2186.66972
Chr2	54619742	54621625	54620699	50	-2622.92575
Chr2	54621727	54623934	54622771	50	-2193.12612
Chr2	54624256	54625699	54625141	50	-1689.21681
Chr2	54625837	54627031	54626526	50	-2139.58158
Chr2	54627046	54628459	54627651	50	-2062.41746
Chr2	54628466	54629152	54628778	50	-1662.78022
Chr2	54629185	54630109	54629652	50	-1736.93470
Chr2	54630115	54630922	54630473	50	-1536.39167
Chr2	54630932	54631938	54631452	50	-1851.57238
Chr2	54631951	54632616	54632303	50	-1830.30492
Chr2	54632634	54634037	54633344	50	-2001.18506
Chr2	54634047	54634822	54634452	50	-2500.60748
Chr2	54634823	54636598	54635431	50	-2178.77784
Chr2	54636627	54638697	54637793	50	-1643.51483
Chr2	54638701	54642988	54640675	50	-1612.35856
Chr2	54643005	54644131	54643579	50	-1811.69269
Chr2	54644161	54644953	54644616	50	-1507.90612
Chr2	54644960	54645651	54645292	50	-2152.93270
Chr2	54645667	54647205	54645990	50	-2213.68177
Chr2	54647223	54649488	54649004	50	-1868.54992
Chr2	54649501	54650090	54649807	50	-1949.46545
Chr2	54650093	54651221	54650549	50	-1522.15330
Chr2	54651224	54652158	54651790	50	-1676.94346
Chr2	54652160	54653322	54652583	50	-1395.67296
Chr2	54653329	54653836	54653568	50	-2004.09707
Chr2	54653891	54654489	54654211	50	-1788.07533
Chr2	54654494	54655545	54655013	50	-1915.08032
Chr2	54655563	54656733	54656133	50	-1933.06689
Chr2	54656735	54657362	54657052	50	-1508.67914
Chr2	54657364	54658218	54657839	50	-1461.85813
Chr2	54658223	54658975	54658582	50	-1244.19363
Chr2	54658988	54659833	54659361	50	-1159.97009
Chr2	54659835	54660754	54660261	50	-1027.24811
Chr2	54660766	54661410	54661114	50	-1298.19273
Chr2	54661426	54662166	54661791	50	-1297.42994
Chr2	54662167	54663301	54662709	50	-1994.86998
Chr2	54663304	54668155	54665219	50	-2364.58017
Chr2	54668163	54669763	54668997	50	-2273.33810
Chr2	54669769	54683597	54671688	50	-1079.88622
Chr2	54683686	54685561	54684465	50	-2256.98730
Chr2	54685604	54687036	54686260	50	-1744.12370
Chr2	54687051	54688434	54687603	50	-1717.98791
Chr2	54688469	54690661	54689546	50	-2277.18642
Chr2	54690663	54692642	54691573	50	-2293.86071
Chr2	54692654	54694213	54693371	50	-1847.67876
Chr2	54694214	54695959	54695408	50	-2259.29185
Chr2	54695993	54697765	54697163	50	-2014.30033
Chr2	54697774	54700106	54698719	50	-2552.81863
Chr2	54700298	54703809	54701865	50	-2224.87413
Chr2	54703862	54708788	54706259	50	-1918.31523
Chr2	54709088	54711178	54710479	50	-1474.30857
Chr2	54711179	54712242	54711771	50	-1026.04176
Chr2	54712246	54714738	54713189	50	-1200.08072
Chr2	54714739	54716099	54715424	50	-1137.45736
Chr2	54716113	54717273	54716725	50	-1440.15774
Chr2	54717282	54718243	54717821	50	-1600.28623
Chr2	54718259	54719043	54718628	50	-1136.93849
Chr2	54719048	54719535	54719290	50	-866.98379
Chr2	54719539	54720119	54719800	50	-1173.73863
Chr2	54720120	54721064	54720614	50	-1430.84643
Chr2	54721066	54722540	54721915	50	-1540.50170
Chr2	54722554	54723369	54722990	50	-1252.64888
Chr2	54723381	54724115	54723711	50	-1098.48056
Chr2	54724137	54725378	54724867	50	-1266.03755
Chr2	54725390	54726432	54725853	50	-1190.92796
Chr2	54726460	54727574	54727023	50	-1176.84419
Chr2	54727609	54728800	54728110	50	-2278.34622
Chr2	54728821	54730143	54729295	50	-1516.58406
Chr2	54730234	54732258	54731074	50	-1330.01603
Chr2	54732274	54733493	54732877	50	-1332.64743
Chr2	54733527	54734648	54734090	50	-1763.09130
Chr2	54734674	54737954	54735803	50	-2029.71287
Chr2	54737961	54740198	54739254	50	-2176.75876
Chr2	54740216	54741397	54740780	50	-1710.36620
Chr2	54741404	54744170	54742488	50	-2155.17810
Chr2	54744179	54746821	54745474	50	-2285.12341
Chr2	54746823	54748486	54747711	50	-2048.63282
Chr2	54748542	54750221	54749345	50	-1419.93761
Chr2	54750233	54751504	54750699	50	-1506.55897
Chr2	54751555	54754016	54752434	50	-2050.43515
Chr2	54754068	54758004	54756153	50	-2255.98523
Chr2	54758031	54759769	54758902	50	-1885.56159
Chr2	54759795	54762401	54761067	50	-1348.10695
Chr2	54762406	54766434	54764135	50	-1075.89786
Chr2	54766467	54771127	54768763	50	-1229.50636
Chr2	54771156	54774808	54773150	50	-1019.03031
Chr2	54774950	54776441	54775790	50	-1775.61589
Chr2	54776443	54777058	54776675	50	-1395.64340
Chr2	54777098	54778528	54777931	50	-1881.05443
Chr2	54778542	54779988	54779326	50	-1508.38158
Chr2	54779992	54781182	54780541	50	-1937.27779
Chr2	54781203	54782608	54781872	50	-1346.23436
Chr2	54782632	54783254	54782927	50	-2393.03901
Chr2	54783262	54783977	54783567	50	-1950.40678
Chr2	54783981	54784717	54784319	50	-2126.14738
Chr2	54784738	54785628	54785120	50	-1597.11694
Chr2	54785655	54786461	54786084	50	-1511.28858
Chr2	54786465	54788562	54787436	50	-1481.45443
Chr2	54788583	54791514	54790281	50	-1278.81816
Chr2	54791526	54794842	54793023	50	-2070.60796
Chr2	54794855	54799875	54797150	50	-1745.18119
Chr2	54799876	54803750	54801931	50	-1793.21753
Chr2	54803759	54805611	54804661	50	-1389.62918
Chr2	54805655	54807335	54806499	50	-1224.95271
Chr2	54807336	54808386	54807848	50	-1076.22995
Chr2	54808419	54809323	54808911	50	-1264.60299
Chr2	54809330	54809864	54809567	50	-1462.33341
Chr2	54809902	54810665	54810242	50	-912.57747
Chr2	54810667	54811714	54811240	50	-1426.90675
Chr2	54811722	54812958	54812285	50	-1304.30872
Chr2	54812959	54814265	54813611	50	-1006.18760
Chr2	54814268	54815320	54814844	50	-1059.66645
Chr2	54815324	54815983	54815636	50	-1080.64269
Chr2	54815990	54816631	54816301	50	-1590.40281
Chr2	54816668	54817395	54817026	50	-1150.04756
Chr2	54817410	54817993	54817786	50	-831.65544
Chr2	54818005	54818772	54818400	50	-829.91290
Chr2	54818776	54819496	54819116	50	-818.69636
Chr2	54819498	54820508	54819982	50	-1272.36225
Chr2	54820525	54821685	54821094	50	-1726.50166
Chr2	54821689	54823433	54822643	50	-1139.69056
Chr2	54823585	54825154	54824414	50	-1062.44751
Chr2	54825170	54826175	54825716	50	-1439.22703
Chr2	54826180	54827102	54826595	50	-1138.12128
Chr2	54827125	54827902	54827543	50	-1013.95132
Chr2	54827912	54834786	54829906	50	-2925.37961
Chr2	54834851	54838139	54836062	50	-2423.47427
Chr2	54838169	54839425	54838885	50	-1903.50821
Chr2	54839432	54840444	54839914	50	-1387.47593
Chr2	54840456	54841218	54840852	50	-2077.11809
Chr2	54841244	54842420	54841792	50	-1919.15196
Chr2	54842434	54843049	54842686	50	-2295.31817
Chr2	54843068	54843986	54843563	50	-2406.60185
Chr2	54843997	54844801	54844362	50	-1779.09446
Chr2	54844807	54845155	54844997	50	-1840.79252
Chr2	54845161	54845563	54845341	50	-2053.92304
Chr2	54845565	54846025	54845729	50	-1742.20742
Chr2	54846026	54847610	54846671	50	-2298.80557
Chr2	54847690	54849497	54848780	50	-1563.50015
Chr2	54849511	54851723	54850165	50	-1437.44734
Chr2	54851725	54853788	54853104	50	-1764.21881
Chr2	54853804	54856101	54855025	50	-2176.72869
Chr2	54856109	54856954	54856488	50	-1194.25929
Chr2	54856981	54858256	54857606	50	-1448.65086
Chr2	54858258	54859695	54859113	50	-1244.56035
Chr2	54859696	54860434	54859964	50	-868.67324
Chr2	54860435	54862524	54861112	50	-1928.44337
Chr2	54862538	54863600	54863017	50	-1545.93414
Chr2	54863601	54865745	54864959	50	-1794.93697
Chr2	54865763	54867923	54866938	50	-1705.64591
Chr2	54867925	54869681	54868838	50	-1618.81063
Chr2	54869686	54870842	54870236	50	-1682.06248
Chr2	54870853	54872823	54872309	50	-1322.61779
Chr2	54872832	54874170	54873548	50	-1878.66407
Chr2	54874190	54875218	54874743	50	-1651.64816
Chr2	54875226	54876760	54875958	50	-2018.54822
Chr2	54876762	54878360	54877291	50	-1654.93764
Chr2	54878418	54880224	54879158	50	-1528.63333
Chr2	54880244	54881701	54881047	50	-1864.08861
Chr2	54881707	54882678	54882226	50	-2174.40473
Chr2	54882691	54895486	54890319	50	-1733.14962
Chr2	54895530	54898297	54896707	50	-1577.44927
Chr2	54898358	54901486	54899822	50	-1526.41845
Chr2	54901548	54905539	54904102	50	-1921.58219
Chr2	54905544	54906734	54906274	50	-1570.10998
Chr2	54906735	54907212	54906949	50	-1359.10259
Chr2	54907218	54908608	54907805	50	-1631.07356
Chr2	54908629	54909596	54909116	50	-1463.83429
Chr2	54909603	54913268	54910590	50	-1614.30379
Chr2	54913335	54917218	54915775	50	-1467.62675
Chr2	54917219	54919950	54918319	50	-1502.14673
Chr2	54919954	54923067	54921670	50	-1846.44865
Chr2	54923102	54926605	54925267	50	-1267.46421
Chr2	54926706	54936493	54932511	50	-1560.57624
Chr2	54936494	54938670	54937644	50	-1518.44303
Chr2	54938703	54940447	54939488	50	-1213.09475
Chr2	54940625	54943663	54942290	50	-1069.37821
Chr2	54943757	54947544	54945305	50	-1192.05213
Chr2	54947641	54949584	54949026	50	-1578.65995
Chr2	54949628	54950700	54950071	50	-1293.03170
Chr2	54950733	54951913	54951355	50	-1655.80005
Chr2	54951918	54953215	54952424	50	-1781.49565
Chr2	54953257	54956982	54955237	50	-1496.82992
Chr2	54957030	54960602	54959066	50	-1352.20129
Chr2	54960611	54963817	54962106	50	-1646.14781
Chr2	54963991	54966284	54965319	50	-1274.83852
Chr2	54966363	54968601	54967576	50	-1492.69899
Chr2	54968602	54969534	54969086	50	-1170.86696
Chr2	54969555	54970565	54970031	50	-1558.07308
Chr2	54970566	54971534	54971074	50	-1059.23787
Chr2	54971546	54972522	54972074	50	-1043.72276
Chr2	54972531	54974290	54973387	50	-1554.41532
Chr2	54974320	54975514	54975037	50	-1680.64398
Chr2	54975544	54978337	54976821	50	-1787.37298
Chr2	54978402	54980163	54979420	50	-1508.99522
Chr2	54980170	54981070	54980788	50	-1809.57872
Chr2	54981075	54981952	54981422	50	-2255.67986
Chr2	54981962	54982796	54982421	50	-1915.36726
Chr2	54982843	54984233	54983529	50	-1485.48130
Chr2	54984289	54986044	54984986	50	-1273.46609
Chr2	54986166	54987831	54987165	50	-1265.45348
Chr2	54987836	54989180	54988571	50	-1510.40617
Chr2	54989181	54990029	54989711	50	-1784.11955
Chr2	54990038	54992094	54990976	50	-1959.43887
Chr2	54992130	54994591	54993678	50	-1802.42755
Chr2	54994640	54995752	54995041	50	-1308.63927
Chr2	54995753	54996343	54996063	50	-1386.92362
Chr2	54996354	54997346	54996823	50	-738.21761
Chr2	54997361	55000126	54998449	50	-1455.39731
Chr2	55000127	55001933	55001165	50	-1329.03571
Chr2	55001939	55004375	55003038	50	-1567.49953
Chr2	55004392	55005909	55005073	50	-2072.69694
Chr2	55005932	55010098	55008208	50	-1932.84954
Chr2	55010143	55011970	55010951	50	-2403.88823
Chr2	55011983	55014287	55013256	50	-1790.54643
Chr2	55014297	55015759	55015122	50	-1481.67897
Chr2	55015766	55016880	55016350	50	-1009.98582
Chr2	55016935	55018165	55017603	50	-695.36761
Chr2	55018174	55020764	55019403	50	-1066.05000
Chr2	55020767	55022191	55021648	50	-930.95754
Chr2	55022228	55025372	55024033	50	-1449.17093
Chr2	55025393	55025829	55025665	50	-1563.02407
Chr2	55025830	55026217	55026024	50	-1166.33966
Chr2	55026219	55026585	55026422	50	-1515.97254
Chr2	55026602	55026996	55026821	50	-1393.27106
Chr2	55027004	55027450	55027202	50	-870.72540
Chr2	55027451	55027936	55027694	50	-1130.74371
Chr2	55027939	55028560	55028225	50	-1548.96094
Chr2	55028564	55028874	55028722	50	-1459.93869
Chr2	55028879	55029306	55029056	50	-1952.24238
Chr2	55029336	55029861	55029584	50	-2122.87763
Chr2	55029893	55031530	55030603	50	-1165.96435
Chr2	55031559	55034702	55033129	50	-1485.27395
Chr2	55034932	55038409	55036919	50	-1202.35685
Chr2	55038415	55041800	55040394	50	-1186.99558
Chr2	55041818	55043094	55042470	50	-1364.23382
Chr2	55043106	55044222	55043722	50	-1110.54773
Chr2	55044223	55047102	55045499	50	-1317.00167
Chr2	55047115	55049048	55047826	50	-1266.56919
Chr2	55049103	55052819	55051147	50	-1130.83030
Chr2	55052948	55055472	55054412	50	-1242.95455
Chr2	55055483	55056584	55055943	50	-915.45218
Chr2	55056603	55058131	55057376	50	-1147.98224
Chr2	55058169	55059524	55059168	50	-1870.10256
Chr2	55059540	55061087	55060198	50	-1818.17195
Chr2	55061107	55061647	55061307	50	-1181.22281
Chr2	55061648	55062784	55062166	50	-1115.89319
Chr2	55062851	55064130	55063516	50	-1154.35993
Chr2	55064131	55065170	55064624	50	-1233.82923
Chr2	55065204	55066246	55065626	50	-1756.74064
Chr2	55066251	55067622	55066921	50	-1420.45127
Chr2	55067704	55074494	55069081	50	-1031.11901
Chr2	55074510	55079876	55078766	50	-1169.85444
Chr2	55079884	55081585	55080660	50	-1085.73847
Chr2	55081602	55082946	55082380	50	-947.02722
Chr2	55082959	55085004	55084137	50	-1610.45215
Chr2	55085005	55086360	55085697	50	-1689.96304
Chr2	55086424	55088056	55087218	50	-1147.38310
Chr2	55088204	55090026	55089166	50	-1042.57238
Chr2	55090102	55091333	55090946	50	-758.19275
Chr2	55091363	55092521	55091926	50	-930.41017
Chr2	55092523	55093895	55093165	50	-943.35849
Chr2	55093957	55096994	55095541	50	-1177.61384
Chr2	55097012	55098449	55097666	50	-1473.56279
Chr2	55098600	55099981	55099212	50	-1084.30219
Chr2	55100021	55101479	55100783	50	-932.92135
Chr2	55101480	55104032	55102843	50	-1419.20035
Chr2	55104036	55104934	55104379	50	-1088.92978
Chr2	55104938	55105675	55105298	50	-1471.19416
Chr2	55105680	55108125	55107010	50	-1409.71560
Chr2	55108145	55109177	55108707	50	-940.38584
Chr2	55109191	55110461	55109612	50	-885.71275
Chr2	55110487	55112279	55111620	50	-1469.49787
Chr2	55112281	55113683	55113024	50	-1623.15191
Chr2	55113854	55115505	55114791	50	-1451.12687
Chr2	55115567	55118687	55117240	50	-1615.65283
Chr2	55118711	55121475	55119748	50	-1324.23527
Chr2	55121502	55127205	55124334	50	-1717.00769
Chr2	55128328	55129308	55128911	50	-1981.42218
Chr2	55129376	55131331	55130315	50	-1829.01929
Chr2	55131480	55132856	55132358	50	-1988.31542
Chr2	55132857	55134252	55133380	50	-1778.99322
Chr2	55134304	55135942	55134895	50	-1917.30174
Chr2	55135949	55136611	55136288	50	-1785.41114
Chr2	55136618	55137925	55137052	50	-1857.84861
Chr2	55137932	55141119	55139870	50	-1975.15530
Chr2	55141143	55143832	55142649	50	-2236.08298
Chr2	55143867	55145983	55145246	50	-2093.08193
Chr2	55145988	55148036	55147128	50	-2276.02027
Chr2	55148072	55149457	55148886	50	-1877.66115
Chr2	55149681	55151139	55150557	50	-2178.75318
Chr2	55151147	55152062	55151557	50	-2328.13467
Chr2	55152101	55155226	55153679	50	-1577.76035
Chr2	55155265	55157247	55156476	50	-1769.13495
Chr2	55157264	55160156	55158874	50	-1884.29414
Chr2	55160225	55161121	55160680	50	-1487.56481
Chr2	55161128	55162425	55161756	50	-1133.28942
Chr2	55162427	55165881	55164144	50	-1696.31160
Chr2	55165932	55166949	55166284	50	-1257.88149
Chr2	55167034	55169336	55168240	50	-1846.24904
Chr2	55169351	55170851	55170067	50	-1546.74711
Chr2	55170863	55172995	55171865	50	-1680.00230
Chr2	55173001	55173736	55173394	50	-1288.20352
Chr2	55173757	55174569	55174023	50	-1187.91558
Chr2	55174734	55175867	55175481	50	-1048.93055
Chr2	55175984	55180089	55177950	50	-1531.50240
Chr2	55180094	55181273	55180682	50	-2262.96994
Chr2	55181280	55182061	55181655	50	-1719.68937
Chr2	55182064	55183578	55182664	50	-1312.89879
Chr2	55183591	55184752	55184265	50	-1444.66659
Chr2	55184753	55186127	55185376	50	-1386.43120
Chr2	55186128	55187122	55186712	50	-1159.31189
Chr2	55187123	55188407	55187691	50	-1855.22962
Chr2	55188444	55189568	55189077	50	-1672.67777
Chr2	55189570	55190703	55190151	50	-1801.40734
Chr2	55190742	55192136	55191534	50	-2166.05703
Chr2	55192145	55194336	55193070	50	-2308.71301
Chr2	55195295	55197284	55196204	50	-2256.04325
Chr2	55197285	55197996	55197602	50	-1954.42339
Chr2	55198036	55199075	55198578	50	-1828.12034
Chr2	55199109	55201022	55200221	50	-2263.95587
Chr2	55201024	55202214	55201607	50	-1892.49648
Chr2	55202216	55202897	55202513	50	-1697.00451
Chr2	55202917	55204032	55203412	50	-1629.11412
Chr2	55204040	55205045	55204576	50	-1818.93998
Chr2	55205057	55205725	55205338	50	-1677.86832
Chr2	55205741	55206419	55206082	50	-1998.41028
Chr2	55206428	55207048	55206803	50	-1656.46797
Chr2	55207054	55207789	55207358	50	-1634.51155
Chr2	55207819	55208950	55208434	50	-1977.02764
Chr2	55208957	55209946	55209460	50	-1821.75507
Chr2	55209948	55213880	55211567	50	-2112.71837
Chr2	55213934	55216063	55215205	50	-1956.71429
Chr2	55216081	55217640	55216703	50	-2092.19405
Chr2	55217644	55218849	55218301	50	-1816.67211
Chr2	55218866	55219876	55219306	50	-913.19203
Chr2	55219880	55220743	55220322	50	-2069.60326
Chr2	55220769	55221999	55221495	50	-1827.40093
Chr2	55222022	55223045	55222514	50	-2378.14745
Chr2	55223070	55224354	55223573	50	-1813.45184
Chr2	55224358	55225521	55224950	50	-2046.01714
Chr2	55225525	55225957	55225744	50	-1242.01821
Chr2	55225958	55226973	55226504	50	-1617.11782
Chr2	55226982	55227632	55227294	50	-2143.91852
Chr2	55227693	55230755	55228774	50	-2118.87534
Chr2	55230770	55232903	55231917	50	-1724.84762
Chr2	55232907	55234599	55233660	50	-1561.86370
Chr2	55234624	55236345	55235450	50	-2056.99220
Chr2	55236438	55238484	55237511	50	-1824.40689
Chr2	55238502	55240377	55239348	50	-1839.04747
Chr2	55240436	55244750	55242530	50	-1968.15376
Chr2	55244770	55245951	55245523	50	-1264.75684
Chr2	55245952	55247626	55246785	50	-1513.54153
Chr2	55247637	55252436	55249948	50	-1367.47789
Chr2	55252595	55257734	55254791	50	-1841.91953
Chr2	55257936	55260899	55259001	50	-2222.16989
Chr2	55260914	55269171	55265766	50	-2463.79719
Chr2	55269176	55271354	55269949	50	-1694.15964
Chr2	55271416	55276054	55274013	50	-2090.83873
Chr2	55276326	55278903	55278009	50	-1802.98401
Chr2	55278907	55281029	55279442	50	-1641.90893
Chr2	55281097	55281764	55281425	50	-1486.27115
Chr2	55281768	55282955	55282418	50	-1476.78845
Chr2	55282962	55284349	55283660	50	-1690.73114
Chr2	55284358	55286327	55285183	50	-1299.54683
Chr2	55286333	55288111	55287149	50	-1668.39506
Chr2	55288146	55290877	55289991	50	-2203.72296
Chr2	55290899	55292092	55291279	50	-2547.63918
Chr2	55292115	55294255	55293027	50	-1699.20833
Chr2	55294264	55296035	55295157	50	-1744.39658
Chr2	55296172	55301058	55298907	50	-1538.07999
Chr2	55301162	55303005	55302264	50	-1417.82241
Chr2	55303060	55312654	55307560	50	-1790.27437
Chr2	55312729	55314819	55314028	50	-2105.79735
Chr2	55314827	55317718	55315692	50	-1886.68373
Chr2	55317781	55320469	55319407	50	-1729.62515
Chr2	55320477	55321844	55320992	50	-1296.70266
Chr2	55321870	55322753	55322303	50	-1633.50409
Chr2	55322754	55323822	55323184	50	-1599.61292
Chr2	55323857	55325864	55324798	50	-2192.79916
Chr2	55325930	55326581	55326298	50	-2225.92974
Chr2	55326588	55327165	55326870	50	-1817.52211
Chr2	55327208	55327880	55327507	50	-1877.30817
Chr2	55327884	55329059	55328478	50	-2319.31252
Chr2	55329091	55329851	55329473	50	-2456.79518
Chr2	55329885	55331537	55330572	50	-2128.33012
Chr2	55331553	55332685	55332227	50	-1589.69354
Chr2	55332717	55334677	55333620	50	-2108.67692
Chr2	55334680	55335895	55335365	50	-1831.77297
Chr2	55335928	55338376	55337037	50	-1990.95153
Chr2	55338414	55341735	55340294	50	-1885.33346
Chr2	55341757	55343212	55342628	50	-2128.38422
Chr2	55343222	55345123	55344095	50	-1509.27867
Chr2	55345131	55347202	55346306	50	-1987.84148
Chr2	55347232	55348676	55347919	50	-1150.74310
Chr2	55348817	55350600	55349486	50	-1460.50611
Chr2	55350610	55352181	55351355	50	-1551.18990
Chr2	55352222	55354892	55353317	50	-2056.09737
Chr2	55354971	55356350	55355905	50	-1354.39993
Chr2	55356356	55358069	55357134	50	-2000.40943
Chr2	55358079	55359949	55358855	50	-1526.17810
Chr2	55359987	55362949	55361366	50	-1539.59504
Chr2	55362961	55364770	55364129	50	-2413.78737
Chr2	55364787	55365547	55365184	50	-1857.87499
Chr2	55365749	55367963	55366327	50	-2166.47203
Chr2	55367967	55369808	55368897	50	-2183.58595
Chr2	55369835	55371136	55370299	50	-1651.30938
Chr2	55371140	55371969	55371531	50	-1745.04381
Chr2	55371993	55372887	55372451	50	-1349.58901
Chr2	55372948	55373743	55373330	50	-1527.60326
Chr2	55373764	55374764	55374266	50	-1779.12153
Chr2	55374845	55376620	55375628	50	-1862.90483
Chr2	55376650	55378428	55377785	50	-1986.71077
Chr2	55378434	55380656	55379360	50	-2363.32628
Chr2	55380659	55382713	55381668	50	-2889.56154
Chr2	55382717	55384911	55383898	50	-1757.10345
Chr2	55384961	55385951	55385619	50	-1167.75183
Chr2	55385971	55386902	55386318	50	-1317.12630
Chr2	55386962	55388458	55387774	50	-1267.15477
Chr2	55388475	55389697	55389001	50	-1002.96634
Chr2	55389706	55391194	55390493	50	-1112.34378
Chr2	55391213	55392318	55391666	50	-977.75729
